CNES,FANTASIA
0243825,HOSPITAL MONTENEGRO
0243833,NEFROCLIN
0243841,POSTO TIMBAÚVA
0243868,CENTRO DE SAÚDE
0243876,POSTO DE ASSISTENCIA MÉDICA
0243884,CENTRO DE ESPECIALIDADES MÉDICAS
0243892,UNIDADE MÓVEL
0243906,CENTRO DE ATENÇÃO PSICOSSOCIAL
0243914,UNIDADE BÁSICA DE SAÚDE CONCEIÇÃO
0243922,UNIDADE BÁSICA DE SAÚDE VILA RICA
0243930,UNIDADE BÁSICA DE SAÚDE OURO PRETO
0243949,UNIDADE BÁSICA DE SAÚDE ORIENTAL
0243957,UNIDADE BÁSICA DE SAÚDE PRINCESA
0243965,UNIDADE BÁSICA DE SAÚDE CAMAQUÃ
0243973,UNIDADE BÁSICA DE SAÚDE FLORESTA
0243981,UNIDADE BÁSICA DE SAÚDE FEY
0244007,UNIDADE BÁSICA DE SAÚDE SOMMER
0244015,UNIDADE BÁSICA DE SAÚDE OPERÁRIA
0244023,UNIDADE BÁSICA DE SAÚDE SASSI
0244031,UNIDADE BÁSICA DE SAÚDE MEDIANEIRA
0244058,UNIDADE BÁSICA DE SAÚDE PINHEIRO MARCADO
0244066,CENTRO DE ATENÇÃO A SAÚDE
0244074,POSTO DE SAÚDE CAIC
0244082,UNIDADE DE REABILITAÇÃO E ENSINO ESPECIAL
0244090,HOSPITAL COMUNITÁRIO DE CARZINHO
0244104,MTA - MÉDICOS DO TRABALHO ASSOCIADOS LTDA
0244112,VERONICA ROHEN KOHL E CIA. LTDA
0244120,LABORATÓRIO DELTA LTDA
0244139,LABORATÓRIO BALDO & ALBUQUERQUE
0244147,INSTITUTO DE RADIOLOGIA CARAZINHENSE
0244155,LABORATÓRIO SACE
0244163,LABORATÓRIO BLATTES LTDA
0244171,UNIDADE DE VIGILÂNCIA SANITÁRIA
0244198,LABORATORIO PROANALISE
0244201,LABORATORIO SILVA LTDA ROSUL
0244228,HOSPITAL AUXILIADORA
0244236,FISIOCLINICA ROSARIO DO SUL
0244244,UNIDADE SANITARIA NUMERO 03
0244252,UNIDADE SANITARIA 02 MUNDUQUE
0244260,UNIDADE SANITARIA 05 TARRAGO
0244279,UNIDADE SANITARIA 04 COHAB I
0244287,UNIDADE SANITARIA 01 RUI RAMOS
0244295,SECRETARIA MUNICIPAL DE SAUDE DE ROSARIO DO SUL
0244309,LABORATORIO BARBOSA
0244317,SECRETARIA MUNICIPAL DE SAUDE DE QUARAI
0244325,RENAL CLINICA SC ROSARIO DO SUL
0244333,MEDICAL
0244341,FUNDACAO HOSPITALAR DE CARIDADE DE QUARAI
0244368,SMS - VIGILANCIA SANITARIA
0244376,POSTO CENTRO SOCIAL URBANO DA VILA GAUDENCIO
0244384,SERV. DE ANALISES CLINICAS SAO GABRIEL
0244392,POSTO DE ATENDIMENTO MEDICO
0244406,CLINICA SANTO ANTONIO
0244414,LUIZ ALBERTO BISOGNO
0244422,ORTOFISIOCLINICA SAO GABRIEL
0244430,LABORATORIO SABIN LTDA
0244449,SANTA CASA DE SAO GABRIEL
0244457,UNIDADE SANITARIA 06 SAO JOAO
0244465,UNIDADE SANITARIA 07 CAIC
0244473,UNIDADE SANITARIA 14 TABAJARA BRITES
0244481,UNIDADE SANITÁRIA 15 HIPICA E II
0244503,UNIDADE SANITARIA 16 CIDADE ALEGRIA
0244511,UNIDADE SANITARIA - 17 NOVA ESPERANÇA
0244538,CENTRO DE SAUDE
0244546,PRONTO ATENDIMENTO MUNICIPAL
0244554,POSTO DE SAUDE - BARRAGEM SANCHURI
0244562,POSTO DE SAUDE VILA DO AÇUDE
0244570,POSTO DE SAUDE SAO MARCOS
0244589,POSTO DE SAUDE  - JOAO ARREGUI
0244597,POSTO DE SAUDE - PLANO ALTO
0244600,SANTA CASA DE URUGUAIANA
0244619,ULTRASSON SERVIÇOS LTDA
0244627,LABORATORIO ANALISE
0244635,INSTITUTO IRON LTDA
0244643,DIAGNÓSTICO
0244651,SMS - PROGRAMA DE AGENTES COMUNITARIOS DE SAUDE
0244678,HOSPITAL SANTO ANTONIO
0244686,CARDIO
0244694,LABORATORIO OSWALDO CRUZ LTDA
0244708,RADISON
0244716,BIORIM
0244724,SEFIS
0244732,POSTO DE SAUDE DO LAGEADO QUEBRADO
0244740,POSTO DE SAÚDE DA BARRAGEM ITU
0244759,SEC. MUN DE SAUDE DE MANOEL VIANA
0244767,SECRETARIA MUNICIPAL DE SAUDE DE ITAQUI
0244775,LABORATORIO OSWALDO CRUZ
0244783,HOSPITAL SAO PATRÍCIO DE ITAQUI
0244791,CENTRO DE SAUDE DA BARRA DO QUARAI
0244805,SEC. MUNICIPAL DE SANTANA DO LIVRAMENTO
0244813,LABORATÓRIO LUIZ ARRUDA LTDA
0244821,LABORATÓRIO MARQUES E ALVES LTDA
0244848,LABORATÓRIO PASTEUR
0244856,CARDIO NEFROCLÍNICA
0244864,CASA DE SAÚDE
0244872,SANTA CASA DE MISERICÓRDIA
0244880,POSTO DE SAÚDE DO PASSO
0244899,POSTO VILA PRESIDENTE JOÃO GOULART
0244902,POSTO CABELEIRA
0244910,POSTO NHU PORÃ
0244929,POSTO BOA VISTA
0244937,POSTO CSU OVÍDIO LOUREIRO
0244945,UNIDADE MÓVEL 01
0244953,POSTO ERNESTO DORNELLES
0244961,POSTO PARABOI PEDRO MARCHEZAN
0244988,HOSPITAL INFANTIL
0244996,HOSPITAL SÃO FRANCISCO
0245003,BIOANÁLISE
0245011,BIOANÁLISE 02
0245038,LABORATÓRIO BIOCLÍNICO ANÁLISE
0245046,LABORAN LABORATÓRIO DE BIOANÁLISE LTDA
0245054,LABORATÓRIO VITALAB
0245062,PREFEITURA MUNICIPAL DE SÃO BORJA
0245070,CLÍNICA RENAL IVAN GOULART
0245089,LABORATÓRIO CLINILABOR
0245097,LABORATÓRIO APPEL
0245100,MEDICOM - MEDICINA COMPUTADORIZADA LTDA
0245119,SINDICATO DOS TRABALHADORES RURAIS DE SÃO BORJA
0245127,POSTO DE SAUDE - PASSO DO GOULART
0245135,CENTRO DE SAÚDE MAÇAMBARÁ
0245143,POSTO DE SAÚDE BARORÉ
0245151,POSTO DE SAÚDE ENCRUZILHADA
0245178,RENAL CLÍNICAS S/C
0245186,SANTA CASA DE ALEGRETE
0245194,HOSPITAL SÃO JOSÉ
0245208,LABORATÓRIO LUIZ FERNANDES
0245216,LABORATÓRIO MENINE
0245240,KAROLINE NUNES MACHADO
0245259,SAO JOAO FARMACIAS
0245410,SAO JOAO FARMACIAS
0245534,SAO JOAO FARMACIAS
0245755,ANDRE SCHMITT ALCANTARA
0246085,FARMACIA CENTRO TRIAGEM COVID
0246530,PH DENTE
0246565,SAO JOAO FARMACIAS
0246921,CENTRO ODONTOLOGICO BEHM
0246956,ANGELA BARBOSA DA SILVEIRA
0247049,DOCCTOR MED PELOTAS CENTRO
0247057,SAO JOAO FARMACIAS
0247812,SAO VALENTIM ANALISES CLINICAS
0247952,FARMACIAS SAO JOAO
0248053,DBC PATOLOGIA DIAGNOSTICA
0248290,FARMACIAS MELHOR PRECO
0248312,CAR CENTRO DE ATENDIMENTO RESPIRATORIO COVID 19
0248460,MASTERPLAN
0248495,SAO JOAO FARMACIAS
0248509,SAO JOAO FARMACIAS
0248525,SAO JOAO FARMACIAS
0248541,SAO JOAO FARMACIAS
0248568,SAO JOAO FARMACIAS
0248576,SAO JOAO FARMACIAS
0248584,SAO JOAO FARMACIAS
0248606,DIEGO BALDISSERA
0248622,LAIS MARCELE PIRES FIALHO
0249068,MB FARMACIA
0249440,SAO JOAO FARMACIAS
0249513,ALESSANDRA SPIANDORELLO
0249572,DROGARIA TABAI LTDA
0249688,CENTRO DE TESTAGEM MUNICIPAL
0249904,UNIDADE SAUDE DA FAMILIA RONDONIA II NH
0249947,CENTRAL DE REDE DE FRIO CANGUCU
0249998,EVAH RSW ESPACO DE VALORIZACAO HUMANA
0250082,SAO JOAO FARMACIAS
0250112,RADIOTEC SERVICOS TECNICOS RADIOLOGICOS LTDA
0250147,OXIGENIOTERAPIA SECRETARIA MUNICIPAL DE SAUDE DE BENTO GONCA
0250341,CLINICA PSYQUE
0250619,VIDATIVA
0250929,SAO JOAO FARMACIAS
0251062,PAMELA LATOSINSKI EUZEBIO
0251070,GUILHERME LATOSINSKI DA SILVA
0251305,INSTITUTO LICITAMED
0251321,CLINICA NELIDA ROSA ZORZAN DA LUZ
0251356,J L ATIVIDADES DE ENFERMAGEM LTDA
0251364,D DOS SANTOS FONSECA
0251380,AUREA ODONTOLOGIA ESPECIALIZADA
0251461,SAO JOAO FARMACIAS
0251526,VINICIUS FRANCHINI TORRES CARAZINHO
0251577,SAO JOAO FARMACIAS
0251585,FARMACIAS SAO JOAO
0251607,SAO JOAO FARMACIAS
0251615,SAO JOAO FARMACIAS
0251623,FARMACIAS SAO JOAO
0252131,SAO JOAO FARMACIAS
0252239,SAO JOAO FARMACIAS 8
0252301,AMBULATORIO DE SAUDE MENTAL
0252697,SORRINDO COM SAUDE
0252700,CONSULTORIO FARMACEUTICO
0252735,CLINICA SORRITOTAL
0252824,CARDIO PRIME
0252859,SAO JOAO FARMACIAS
0253227,SAO JOAO FARMACIAS
0253235,SAO JOAO FARMACIAS
0253367,SANDINI SERVICOS MEDICOS
0253464,SAO JOAO FARMACIAS
0253545,SANTA CRUZ ENGENHARIA GESTAO
0253650,CUIDARE
0253839,SAO JOAO FARMACIAS
0253898,SAO JOAO FARMACIAS
0254010,REZENDE INFECTOLOGIA
0254126,SAO JOAO FARMACIAS
0254193,SAO JOAO FARMACIAS
0254207,SAO JOAO FARMACIAS
0254215,SAO JOAO FARMACIAS
0254436,ONCOSITE
0255041,EDUARDO FELIPE MANDARINO COPPI
0255254,WILLIAM AGUIAR DE LIMA
0255351,SAO JOAO FARMACIAS
0255394,MILENA WSTPHALEN BRUM
0255408,SAO JOAO FARMACIAS
0255432,SAO JOAO FARMACIAS
0255610,FARMACIAS MELHOR PRECO
0255734,NAYARA MARIA ZOTI LTDA
0255742,CLINICOR BUSATO
0256145,NEURO SABERES PSICOPEDAGOGIA CLINICA
0256226,SAO JOAO FARMACIAS
0256250,SAO JOAO FARMACIAS
0256331,ARCOBALENO TERAPIA OCUPACIONAL
0256366,FELIPE SERENA PORTO
0256374,IMUNE SAUDE
0256595,SAO JOAO FARMACIAS
0256749,OLIVEIRA
0256757,DIENY SILVA DA SILVA
0256919,RT CURSOS E TREINAMENTOS
0257001,SAO JOAO FARMACIAS
0257397,CLINICA DE FISIOTERAPIA HARMONISER EIRELI
0257508,VITALE ODONTOLOGIA
0257591,RENATO FRAGOMENI
0257648,PERSONALIS ODONTOLOGIA
0257672,FERNANDA MULLER DOMENEGHINI
0257699,SAO JOAO FARMACIAS
0257788,FARMACIA MUNICIPAL
0257834,SAE SERVICO DE ATENDIMENTO ESPECIALIZADO
0257893,SAO JOAO FARMACIAS
0258008,SAO JOAO FARMACIAS
0258067,SAO JOAO FARMACIAS
0258083,HOSPITALISTA MEDICOS PLANTONISTAS
0258091,ROCHA DULLIUS PNEUMOLOGIA
0258148,COLMEDICA SERVICOS MEDICOS
0258687,UNIAO ASSISTENCIAL
0258717,SAO JOAO FARMACIAS
0258733,MB FARMACIA
0258792,LH ODONTOLOGIA ESPECIALIZADA LTDA
0259055,ODONTO EXCELLENCE
0259136,SAO JOAO FARMACIAS
0259276,CONSULTORIO DE PSICOLOGIA
0259470,SIMONE CRISTINA DE SOUZA
0259489,SAO JOAO FARMACIAS
0259594,SAO JOAO FARMACIAS
0259721,SAO JOAO FARMACIAS
0259829,CLINICA DOUTOR MODESTO
0259853,SAO JOAO FARMACIAS
0259861,SAO JOAO FARMACIAS
0259888,SAO JOAO FARMACIAS
0260037,TATIANE GONCALVES MALGARIM
0260185,HENRI ERNI SCHERER
0260363,SAO JOAO FARMACIAS
0260371,SAO JOAO FARMACIAS
0260614,MADRE DULCE NASCIMNETO HUMANIZADO
0260738,SAO JOAO FARMACIAS
0260959,SAO JOAO FARMACIAS
0260967,INSTITUTO DE PESQUISAS EM SAUDE IPS
0260991,MARCIA BRITO AZAREDO CIA LTDA
0261009,SAO JOAO FARMACIAS
0261033,B MEDICAL CLINICA DE DIAGNOSTICO LTDA
0261092,SAO JOAO FARMACIAS
0261122,SAO JOAO FARMACIAS
0261130,SAO JOAO FARMACIAS
0261211,VITALLITE FISIOTERAPIA E PSICOLOGIA
0261343,FLAVIA STEIN SEVERO
0261459,FISIOCENTER
0261467,SAO JOAO FARMACIAS
0261475,SAO JOAO FARMACIAS
0261483,SAO JOAO FARMACIAS
0261491,SAO JOAO FARMACIAS
0261505,REABILITAR CLINICA DE DESENVOLVIMENTO INFANTIL
0261521,FARMACIAS SAO JOAO
0261548,SAO JOAO FARMACIAS
0261572,SAO JOAO FARMACIAS
0261580,SAO JOAO FARMACIAS
0261688,SAO JOAO FARMACIAS
0261696,SAO JOAO FARMACIAS
0261718,SAO JOAO FARMACIAS
0261742,SAO JOAO FARMACIAS
0261807,EXPANDIR FONOAUDIOLOGIA E SAUDE
0261998,SAO JOAO FARMACIAS
0262005,FARMACIAS SAO JOAO
0262099,UPA CASSINO DR CESAR CHIAFFITELI
0262129,SUPPORT LIFE
0262544,FARMACIA BASICA MUNICIPAL DO BAIRRO SAO CRISTOVAO
0262560,SAO JOAO FARMACIAS
0262676,T SOARES LACERDA
0262811,SIMONE MICHELON
0262846,CLINICA DA VINCI
0262854,FERNANDA SAMPAIO CORREA DA SILVA EIRELI
0263427,SAO JOAO FARMACIAS
0263605,CADI CENTRO AVANCADO DE DIAGNOSTICO POR IMAGEM LTDA
0263664,OTORRINO OFTALMO CENTER LTDA
0263877,UNIDADE SENTINELA
0263893,CENTRAL DE REDE DE FRIO JAGUARAO
0263990,SAO JOAO FARMACIAS
0264113,SAO JOAO FARMACIAS
0264261,LUCAS SILVA FERREIRA
0264377,PINZON ODONTOLOGIA
0264385,SAO JOAO FARMACIAS
0264407,JR ODONTOLOGIA
0264490,PSICOLIFE CLINICA MULTIDISCIPLINAR
0264512,TOBIAS SKREBSKY DE ALMEIDA
0264660,LUANA REDEL DE MORAES
0264725,FLORESCER POR JULIANA SPOLIDORO
0264903,CLINICA MEDICA DE GERIATRIA E REUMATOLOGIA LTDA SS
0265004,LAB SAUDE
0265179,SAO JOAO FARMACIAS02
0265322,EDGAR BASTOS DE BRAGA
0265349,R SPOHR SERVICOS MEDICOS LTDA
0265438,SAO JOAO FARMACIAS
0265446,MARIANA RECHIA SERVICOS MEDICOS LTDA
0265640,SAO JOAO FARMACIAS
0265683,SAO JOAO FARMACIAS
0265713,UBS VOTORANTIM
0265845,JOAO JESUS FONSECA DOS SANTOS
0265926,REBELATTO ONCOLOGIA
0265977,SAO JOAO FARMACIAS
0266256,SORRIFACIL CLINICA ODONTOLOGICA
0266302,LABORATORIO SANTA RITA DE CASSIA
0266388,CENTRO DE ATENDIMENTO PARA ENFRENTAMENTO A COVID 19 CAIBATE
0266418,LAB VITA
0266558,ORAL CENTER ODONTOLOGIA ESPECIALIZADA
0266604,FARMACIAS SAO JOAO
0266639,ALINE GRANGEIRO PILGER
0266701,SAO JOAO FARMACIAS
0266892,RADICEF
0266914,SAO JOAO FARMACIAS
0267147,CLINICA DE ANESTESISTAS NOSSA SENHORA DAS GRACAS
0267244,CLINICA CANOVA
0267368,SAO JOAO FARMACIAS
0267740,BIANCA KNORR BUENO
0267821,CARLOS ALBERTO LEHNEN JUNIOR
0267864,BENESSERE ESPACO MULTIPROFISSIONAL
0267910,SORRIFACIL CLINICA ODONTOLOGICA
0267961,SAO JOAO FARMACIAS
0267996,SAO JOAO FARMACIAS
0268046,SAO JOAO FARMACIAS
0268127,HOLIS CLINICA DE TERAPIA OCUPACIONAL
0269123,CONSULTORIO ODONTOLOGICO JOANA DARIVA
0269131,PAULA XAVIER BARROSO
0269158,BRUNO LODI
0269271,PADILHA ODONTOLOGIA
0269328,PADILHA ODONTOLOGIA
0269417,TOP RESILIENCE SAUDE
0269735,SALVCOR
0269794,TIMI SERVICOS MEDICOS SOCIEDADE SIMPLES
0269832,PANVEL FARMACIAS
0269840,SAO JOAO FARMACIAS
0270067,AADP ENFERMAGEM
0270164,ESPACO VIVER BEM
0270202,SAO JOAO FARMACIAS
0270288,SAO JOAO FARMACIAS
0270296,SAO JOAO FARMACIAS 5
0270318,SAO JOAO FARMACIAS 3
0270342,SAO JOAO FARMACIAS 4
0270350,SAO JOAO FARMACIAS 6
0270369,SAO JOAO FARMACIAS 7
0270555,SAO JOAO FARMACIAS
0270563,CLINICA INCLUIR
0270598,MED PASSO
0270717,IBSAUDE
0271055,CLINICA DENTARIA BRASIL SANTA CRUZ
0271187,D DOS SANTOS XAVIER
0271330,FABIANO FERNANDES VIEIRA
0271985,AGA LABORATORIO DENTARIO LTDA
0272221,VINICIUS WEBER LIKES
0272329,SAO JOAO FARMACIAS
0272434,SAO JOAO FARMACIAS
0272442,SAO JOAO FARMACIAS
0272485,DIFERENCIAL CLINICA
0272566,CLINICA DERMATO CARE
0272655,ORTHOCOB
0272752,CLINICA PEDRAZZANI
0272841,SAO JOAO FARMACIAS
0273120,SAO JOAO FARMACIAS FILIAL 02
0273384,SAO JOAO FARMACIAS FILIAL 06
0273651,SAO JOAO FARMACIAS
0273988,SAO JOAO FARMACIAS
0274070,VINICIUS FREITAS ROSALINO
0274216,DANIELA CORBELLINI
0274275,SAO JOAO FARMACIAS
0274283,SAO JOAO FARMACIAS
0274666,SAO JOAO FARMACIAS
0274755,CONTER ODONTOLOGIA INTEGRADA
0274836,LABORATORIO MONTSERRAT LTDA
0274860,SAO JOAO FARMACIAS
0275042,CHARLON PEREIRA TORBE
0275190,FERNANDO PERIN LUNKES
0275212,PRIME VASCULAR SERVICOS MEDICOS LTDA
0275239,NEUROEVIDENCIA
0275603,KAREN RITTER PARIS
0275638,OUVESOM
0275646,CENTRAL ESTADUAL DE ARMAZENAMENTO E DISTRIBUICAO IMUNOBIO
0275778,R A ATIVIDADES DE ENFERMAGEM LTDA
0275794,J P TAVARES DE VARGAS
0275972,JOAO CARLOS PARIS
0276022,SAO JOAO FARMACIAS
0276235,SAO JOAO FARMACIAS
0276243,SAO JOAO FARMACIAS
0276561,MARCO AURELIO PORTELA
0276642,EXAMINARE CLINIPAMPA
0277509,APAE
0277576,SAO JOAO FARMACIAS
0277886,CLINICA BELA VISTA
0277940,FERREIRADALUZ
0278734,SAO JOAO FARMACIAS
0278777,VANESSA LORENZONI GALLE BENETTI
0278793,LABORATORIO HANAUER
0278807,SUBLIME
0279005,DONADEL E DUARTE MEDICOS ASSOCIADOS S S
0279021,SAO JOAO FARMACIAS
0279048,FISIO E MOV
0279161,FARMACIA ODIL
0279404,DR VARGAS LABORATORIO DE ANALISES CLINICAS LTDA
0279439,INSTITUICAO PARA IDOSO ANJOS DO SUL
0279676,JAIL COELHO DE ALMEIDA
0279714,CLINICA CLECIO RAMIRES RIBEIRO EIRELI
0279862,TEACOLHO
0279870,PLEXO EQUILIBRIO MENTE E CORPO
0280291,SAO JOAO FARMACIAS CARAZINHO 1
0280305,SAO JOAO FARMACIAS CARAZINHO 07
0280437,SINGULAR SOLUCOES EM SAUDE E MEDICINA OCUPACIONAL
0280550,EQUIPE DE ATENCAO PRIMARIA PRISIONAL
0280798,SAO JOAO FARMACIAS
0281174,ICAP INSTITUTO DE CARDIOLOGIA E PSQUIATRIA
0281247,CLINICA PELLE
0281336,GIOVANNI DE MARCO ANTONELLO
0281484,CATIA ELISANGELA DUMMER SANTANA
0281611,SAO PIETRO SERVICOS DE SAUDE LTDA
0281719,SOTI SERVICO DE ORTOPEDIA E TRAUMATOLOGIA INTEGRADO
0281743,LEANDRO SILVESTRO LEMOS
0281808,SAO JOAO FARMACIAS
0281859,SAO JOAO FARMACIAS
0281972,SAO JOAO FARMACIAS
0281999,SAO JOAO FARMACIAS
0282138,NEUROCLIN
0282146,UROPRIME SERVICOS MEDICOS
0282170,LUMIE ODONTOLOGIA ESTETICA
0282332,ORAL SIN IMPLANTES
0282383,FARMACIAS SAO JOAO
0282464,DALLA ROSA ODONTOLOGIA LTDA
0282588,SAMU SB 187 VILA NOVA DO SUL
0282855,HUMANIZA CENTRO TERAPEUTICO
0282863,SCHNEIDER SERVICOS MEDICOS
0282960,SAO JOAO FARMACIAS
0283193,CLINICA MILANI
0283630,SAO JOAO FARMACIAS
0283673,REDEL ODONTOLOGIA
0284068,POLO ACADEMIA DE SAUDE LINHA GORGEN
0284319,MTM ENFERMAGEM LTDA
0284351,SAO JOAO FARMACIAS
0284416,LABORATORIO DE CONTROLE DE QUALIDADE DE MEDIC E COSMETIC
0284459,SERVICO DE CIRURGIA DO JOELHO AKVK
0284467,GABRIELA BONAFIN STELLA
0284513,UNIMED VALE DO CAI
0284645,LIDIANE ALVES DIAS
0284734,ANE GLEISI VIVAN MAGON
0284742,FERNANDA KARLINSKI FERNANDES SACCO EIRELI
0284858,OTTO CLINICA MEDICA
0284866,CONSULTORIO DE FISIOTERAPIA NEUROATIVA
0284971,SAO JOAO FARMACIAS
0285102,SLIMA CLINICA MEDICA LTDA
0285285,MARIA LUIZA SFACIN KRUMMENAUER
0285609,SAO JOAO FARMACIAS
0285714,LEVEL CENTRO DE EQUILIBRIO
0285730,PATRICIA SUBDA DA SILVA
0286192,EQUIPE DE ATENCAO PRIMARIA DR GEORGIOS
0286737,NORBERTO LUIS CAMPOS MARTINS
0287008,MARCOS D ARRIGO MOTTIN
0287067,UCERGS
0287156,MARCIO FERNANDO SPAGNOL
0287172,INSTITUTO CAMARGO DE ODONTOLOGIA AVANCADA
0287326,COMERCIO DE MEDICAMENTOS BRAIR LTDA
0287407,FERNANDA MAGAGNIN FREITAG
0287741,SAO JOAO FARMACIAS
0287830,CLINICA VARGAS SERVICOS MEDICOS LTDA
0287873,JC ORTOPEDIA E TRAUMATOLOGIA
0288047,RGC NEUROLOGIA
0288918,HOSPITAL Nª SRª DO ROSARIO
0288926,LABORATÓRIO DE ANALISES CLINICAS LUDOVENIO AROZI
0288934,CENTRO MUNICIPAL DE SAUDE
0288942,POSTO DE SAUDE GRAMADINHO
0288950,POSTO DE SAUDE SILVA JARDIM
0288969,POSTO DE ATENDIMENTO MÉDICO - PAM
0288977,PRONTO SOCORRO MUNICIPAL DR. RUI BARBOSA
0288985,HOSPITAL LUTERANO
0288993,REJANE GAMERMANN
0289000,NEFROCLÍNICA LTDA.
0289019,NUCLIMAGEM
0289027,SERVACLIN
0289035,HELIO FERNANDO ORDOVÁS SANTOS
0289043,CONSULTÓRIO DE RADIOLOGIA CLÍNICA ILHA PORTO PASQUALI LTDA.
0289051,CENTRO DE FISIOTERAPIA LTDA.
0289078,PRÔMEGA DIAGNÓSTICOS MÉDICOS
0289086,CENTROTRAUMA
0289094,INSTITUTO DE QUIMIOTERAPIA
0289108,SEFIL
0289116,PAULO ALOÍSIO FELICIATE DEBIAGE
0289124,LABORATÓRIO VITA LTDA.
0289132,HOSPITAL BENEFICÊNCIA PORTUGUESA
0289140,IOF - INSTITUTO DE ORTOPEDIA E FISIOTERAPIA LTDA.
0289159,LAB - RIE
0289167,VITA-RIM CLÍNICA DO RIM
0289175,CENTRORIM CENTRO DE DOENÇAS DO RIM LTDA.
0289183,HISTOLAB
0289191,JOSÉ LUIZ NEJAR
0289205,SER - SERVIÇO DE DOENÇAS RENAIS LTDA.
0289213,LABORATÓRIO GEYER DE ANÁLISES CLÍNICAS LTDA.
0289221,LABORATÓRIO MARQUES PEREIRA LTDA.
0289248,CLÍNICA SANTA TEREZINHA
0289256,UNILAB - LABORATÓRIO
0289264,HOSPITAL SÃO LUCAS DA PUCRS
0289272,NÉFRON DIALISE E TRANSPLANTE LTDA.
0289280,INSTITUTO DE DIAGNÓSTICO LTDA
0289299,CENTRO DE DIÁLISE E TRANSPLANTE LTDA
0289302,LABORATORIO JEFFMAN
0289310,LABORATORIO BARANZELLI
0289329,SEG SERVIÇO ESPEC DE GINECOLOGIA LTDA
0289337,CBR CLINICA BEIRA RIO LTDA
0289345,SALOMÃO SIMINOVICH
0289353,GINECITO
0289361,URGETRAUMA
0289388,FISIOTERAPIA BARROS CASSAL
0289396,CLÍNICA NEUROLÓGICA E NEUROCIRÚRGICA
0289418,MARIA DE LOURDES JARDIM ZACCA
0289426,LABORATÓRIO LAPLACE
0289434,LABORATÓRIO LAFONT
0289442,A FAUSTO INSTITUTO DE RAIO X LTDA.
0289450,CLINEFRO
0289469,LABORATÓRIO LUTZ LTDA.
0289477,LABORATÓRIO ANDRADAS LTDA.
0289485,CPOS
0289493,PSF JARDIM FAPA
0289507,PSF BECO DOS COQUEIROS
0289515,PSF SÃO GABRIEL
0289523,PSF 5ª UNIDADE
0289531,CENTRO DE ATENÇÃO INTEGRAL À SAÚDE MENTAL - CAIS 5
0289558,PSF PASSO DAS PEDRAS II
0289566,UNIDADE DE SAÚDE PEQUENA CASA DA CRIANÇA
0289574,ORFANOTROFIO I
0289582,UNIDADE DE SAÚDE FARRAPOS
0289590,CENTRO DE REFERENCIA EM SAUDE DO TRABALHADOR
0289604,PSF SANTA TEREZA I
0289612,UNIDADE DE SAUDE ILHA DOS MARINHEIROS
0289620,UNIDADE DE SAUDE DIRETOR PESTANA
0289639,UNIDADE DE SAUDE SANTA CECILIA
0289647,PSF CASTELO
0289655,PSF CHACARA DO BANCO
0289663,PSF MORRO DOS SARGENTOS I
0289671,PSF SÃO VICENTE MARTIR
0289698,PSF PONTA GROSSA I
0289701,UNIDADE DE SAUDE BECO DO ADELAR
0289728,UNIDADE DE SAUDE BELEM NOVO
0289736,UNIDADE DE SAUDE CAMAQUA
0289744,UNIDADE DE SAUDE CAMPO NOVO
0289752,UNIDADE DE SAUDE IPANEMA
0289760,UNIDADE DE SAUDE JARDIM DAS PALMEIRAS
0289779,UNIDADE DE SAUDE LAMI
0289787,UNIDADE DE SAUDE MONTE CRISTO
0289795,UNIDADE DE SAUDE RESTINGA
0289809,UNIDADE DE SAUDE TRISTEZA
0289817,UNIDADE DE SAUDE MACEDONIA
0289825,PSF VILA ASA BRANCA
0289833,UNIDADE DE SAUDE NOVA BRASILIA
0289841,PSF NOVA GLEBA
0289868,UNIDADE DE SAUDE SAO BORJA
0289876,UNIDADE DE SAUDE ASSIS BRASIL
0289884,UNIDADE DE SAUDE SARANDI I
0289892,UNIDADE DE SAUDE SANTA ROSA
0289906,PSF JENOR JARROS
0289914,PSF FATIMA MATO SAMPAIO
0289922,PSF LARANJEIRAS
0289930,UNIDADE DE SAUDE VILA IPIRANGA
0289949,UNIDADE DE SAUDE SAO CRISTOVAO
0289957,UNIDADE DE SAUDE RUBEM BERTA
0289965,UNIDADE DE SAUDE CHACARA DA FUMAÇA
0289973,PSF SAFIRA
0289981,PSF WENCESLAU FONTOURA
0290009,PSF PLANALTO
0290017,UNIDADE DE SAUDE TRONCO
0290025,PSF SANTA ANITA
0290033,PSF JARDIM CASCATA I
0290041,PSF MATO GROSSO
0290068,UNIDADE DE SAUDE 1 DE MAIO
0290076,UNIDADE DE SAUDE VILA GAUCHA
0290084,UNIDADE DE SAUDE NONOAI
0290092,UNIDADE DE SAUDE  ESTRADA DOS ALPES
0290106,UNIDADE DE SAUDE VILA CRUZEIRO/FEBEM
0290114,UNIDADE DE SAUDE GLORIA
0290122,HOSPITAL FEMINA S/A
0290130,HOSPITAL CRISTO REDENTOR S/A
0290149,HOSPITAL NOSSA SENHORA DA CONCEIÇÃO S/A
0290157,UNIDADE JARDIM ITU
0290165,UNIDADE COSTA E SILVA
0290173,UNIDADE PARQUE DOS MAIAS
0290181,UNIDADE VILA FLORESTA
0290203,UNIDADE JARDIM LEOPOLDINA
0290211,UNIDADE VILA SESC
